object_id,time,feature1
8,31,0.9499774196607769
9,31,0.9490995848450899
10,31,0.9490972155884679
11,31,0.9685556079461548
12,31,0.9358460641651086
7,32,0.9657635392789632
8,32,0.9717728977157757
9,32,0.9599093439486913
10,32,0.9561048007821941
11,32,0.9449839625972113
12,32,0.9364179499504105
7,33,0.949364088519975
8,33,0.937376546106184
9,33,0.9242373376988263
10,33,0.9484928115809195
11,33,0.9404177129932072
12,33,0.9749243781657069
7,34,0.9774159025196821
8,34,0.9873209073593744
9,34,0.9982352299391879
10,34,0.9638961019954941
11,34,0.9543926259011425
12,34,0.9839976123266817
7,35,0.9501634526070247
8,35,0.9792664170225034
9,35,0.9456633222941672
10,35,0.9733308531902003
11,35,0.9349082938857097
12,35,0.9257872200488998
7,36,0.9628634921455039
8,36,0.9744373770472198
9,36,0.9482251419621068
10,36,0.988471569433593
11,36,0.9912518337573736
12,36,0.9740992277878985
7,37,0.9276778611473125
8,37,0.9414994090674327
9,37,0.942435974518806
10,37,0.9415906511514426
11,37,0.9180505977667945
12,37,0.9302769423452841
7,38,0.9364845915266139
8,38,0.9574818610131474
9,38,0.9095726579914651
10,38,0.9289970704585688
11,38,0.925376919635995
12,38,0.953978058292277
7,39,0.8981468006090167
8,39,0.8718481900979291
9,39,0.8750725401882415
10,39,0.8751086269339976
11,39,0.8942580818031369
12,39,0.920088711647352
7,40,0.8836605020248808
8,40,0.859729391928619
9,40,0.8938589443782092
10,40,0.8736205628723013
11,40,0.887930842468039
12,40,0.8985181119575649
13,1,0.4
14,1,0.3973534375059703
15,1,0.41399692848286257
16,1,0.4071737066829999
17,1,0.42110705132717
18,1,0.41574098500464124
13,2,0.44012004256154874
14,2,0.4548976975368554
15,2,0.4270531964252145
16,2,0.4403958532369879
17,2,0.4564564713772088
18,2,0.45719970099365764
13,3,0.46315532270018656
14,3,0.4837399112150647
15,3,0.48262897216790873
16,3,0.4656179009951535
17,3,0.4715860772361203
18,3,0.4357833216450783
13,4,0.4609007002805405
14,4,0.47450692405511863
15,4,0.48571144873040634
16,4,0.48180067035319674
17,4,0.45725892016306585
18,4,0.444677511288629
13,5,0.4994569542954954
14,5,0.5088944295214065
15,5,0.48095239372240095
16,5,0.4717185447824982
17,5,0.522140162939267
18,5,0.5040596375687828
13,6,0.4604039175074833
14,6,0.4897991591641818
15,6,0.4656384070474461
16,6,0.4759223697360167
17,6,0.47878857393798346
18,6,0.44575843691258515
13,7,0.46264279349316983
14,7,0.4429747085953251
15,7,0.4693886524268691
16,7,0.45871806475147225
17,7,0.48004306711455513
18,7,0.4395907656909216
13,8,0.43319648066110006
14,8,0.4264184557672339
15,8,0.40329079422396685
16,8,0.42759060486534134
17,8,0.4609504523582565
18,8,0.45513961663999414
13,9,0.4012006971132648
14,9,0.42110419800515253
15,9,0.3847063147397382
16,9,0.3855788479669916
17,9,0.4094561433763365
18,9,0.3888459799394871
13,10,0.3713268561663349
14,10,0.3464646400351785
15,10,0.35193317491357146
16,10,0.35287493327194214
17,10,0.39603910906743744
18,10,0.3438445518040607
13,11,0.3753422243147495
14,11,0.3580745650400517
15,11,0.3885589004396923
16,11,0.3455231818621077
17,11,0.36762730562928325
18,11,0.38960372391657444
13,12,0.32793253750753576
14,12,0.3226123462878697
15,12,0.31749143299546123
16,12,0.32698320801633024
17,12,0.33565205788223024
18,12,0.30272817652474576
13,13,0.3645248572822321
14,13,0.3507272017567081
15,13,0.3808487602940982
16,13,0.34249996590750503
17,13,0.34015417790093205
18,13,0.34614573844112767
13,14,0.32291184845461796
14,14,0.30778254807390265
15,14,0.30128506611908745
16,14,0.2981016688461311
17,14,0.344023749159828
18,14,0.3246187129606574
13,15,0.32256571421531266
14,15,0.3230622450687232
15,15,0.3411973844518922
16,15,0.2953201993179207
17,15,0.29528686155309286
18,15,0.3325374190728242
13,16,0.27326769772727344
14,16,0.27360899756933377
15,16,0.2807621994113633
16,16,0.29423780183513115
17,16,0.24330767541369677
18,16,0.2673849169854604
13,17,0.25456316534858064
14,17,0.2593729278842397
15,17,0.2265442048422382
16,17,0.2698047040503931
17,17,0.28198259619503924
18,17,0.25748396349247005
13,18,0.27118486000663616
14,18,0.2912924983228895
15,18,0.2918113508374868
16,18,0.290346976583984
17,18,0.27041896745567445
18,18,0.24644288517781907
13,19,0.3006276220584518
14,19,0.32124968992333697
15,19,0.312683946760703
16,19,0.2895061859856221
17,19,0.32912499164452685
18,19,0.3079978928837005
13,20,0.2818676742617983
14,20,0.2990344162383194
15,20,0.26531560302754287
16,20,0.26631080281106145
17,20,0.30618251277599673
18,20,0.25517963380006387
13,21,0.3188456115781549
14,21,0.3126515289147294
15,21,0.32316695355870995
16,21,0.33030429835027525
17,21,0.34300040263499565
18,21,0.3020380193262343
13,22,0.27813932715810424
14,22,0.27886867126947096
15,22,0.2615853952670076
16,22,0.2735876576621864
17,22,0.25475332223709823
18,22,0.25353942636795096
13,23,0.28488763663949773
14,23,0.2579952795345484
15,23,0.2708837433874291
16,23,0.2781785337210317
17,23,0.2605850350598852
18,23,0.3032229076105524
13,24,0.3250438991758689
14,24,0.29697062528227847
15,24,0.34345453042666096
16,24,0.30559672265985566
17,24,0.3388160220585015
18,24,0.29868377022447656
13,25,0.34959333125917347
14,25,0.3755412088086606
15,25,0.33513719828650435
16,25,0.32949728889623525
17,25,0.340022176912751
18,25,0.37118243347052243
13,26,0.3776117332258479
14,26,0.3570148377772675
15,26,0.401722432986415
16,26,0.39195972653254846
17,26,0.4050404983481829
18,26,0.40597359842388164
13,27,0.343454930766036
14,27,0.357111058393634
15,27,0.31492331952262786
16,27,0.3249609283457699
17,27,0.34564281287421783
18,27,0.32744745084688287
13,28,0.3152819444904852
14,28,0.306747598929419
15,28,0.31284777451000595
16,28,0.3403544042313643
17,28,0.3201554556262929
18,28,0.3186475032934638
13,29,0.3372086861519226
14,29,0.3185113076176525
15,29,0.35540701468852065
16,29,0.35297528631946906
17,29,0.3560658265111565
18,29,0.3342183444125714
13,30,0.3413916957544974
14,30,0.3158806425949661
15,30,0.338900785171406
16,30,0.3500144737211419
17,30,0.3683873885549765
18,30,0.3651596360455331
13,31,0.32531460725382527
14,31,0.34069462541153084
15,31,0.3466780919581109
16,31,0.35299309641473187
17,31,0.33614663473304796
18,31,0.31508853870100834
13,32,0.3626711986234013
14,32,0.3336470396182907
15,32,0.36672196574892735
16,32,0.3601547913833054
17,32,0.3856362900325171
18,32,0.3699401876691081
13,33,0.33273133560564
14,33,0.3126618034795415
15,33,0.3048949403849531
16,33,0.34786573799270565
17,33,0.349725630858744
18,33,0.3251339933583577
13,34,0.3050974935783268
14,34,0.30854753726845136
15,34,0.2868266873771295
16,34,0.3066976069896728
17,34,0.29571314394810766
18,34,0.29424337359419417
13,35,0.3242094272242683
14,35,0.30913157671805397
15,35,0.31409528021478883
16,35,0.32804438854042334
17,35,0.35071983952764674
18,35,0.3032188397665011
13,36,0.3048585570863582
14,36,0.29121682286169687
15,36,0.2937579975731552
16,36,0.30411995938437886
17,36,0.3240755136883965
18,36,0.2857335040643226
13,37,0.3267365870290678
14,37,0.3226559942784264
15,37,0.3310550460336485
16,37,0.32689635781315074
17,37,0.3329140902884302
18,37,0.30750626985761104
13,38,0.3383418041240226
14,38,0.3324676356789676
15,38,0.35538692653630477
16,38,0.34408689545089577
17,38,0.3328177398102081
18,38,0.36756565726530926
13,39,0.3062463356269916
14,39,0.2770728245721845
15,39,0.2836370264866487
16,39,0.31763526234310885
17,39,0.28175885164798053
18,39,0.3203701606755986
13,40,0.2650756014616882
14,40,0.2529162552060324
15,40,0.2724118374844461
16,40,0.23632292560264218
17,40,0.26104784134079834
18,40,0.29503573064069716
19,1,0.15
20,1,0.16367341578402705
21,1,0.14335435300121854
22,1,0.17450563460683563
23,1,0.1541526557885189
24,1,0.16865410550182003
19,2,0.11876591409864684
20,2,0.111663952689736
21,2,0.13079754572528596
22,2,0.13442073484332215
23,2,0.1303234433959703
24,2,0.09778580555961405
19,3,0.10304306555464003
20,3,0.09213709121938449
21,3,0.08693118268876597
22,3,0.08001967122542114
23,3,0.11793769649769112
24,3,0.08153434772989446
19,4,0.07379983312234378
20,4,0.044925886329529804
21,4,0.08608544180622328
22,4,0.08132011398375488
23,4,0.048486283468949815
24,4,0.10080994375797671
19,5,0.1727985314234994
20,5,0.18780011612460418
21,5,0.19114399044993105
22,5,0.1850112638566344
23,5,0.14411992189892128
24,5,0.15918479587338769
19,6,0.12016381772178975
20,6,0.09146128543714512
21,6,0.12846445290737935
22,6,0.12563624173837673
23,6,0.1118927483951088
24,6,0.13506002453452556
19,7,0.06701892687070736
20,7,0.05386628798292924
21,7,0.04392293890844606
22,7,0.05113237802919941
23,7,0.08806596638652009
24,7,0.06641955350056099
19,8,0.114358224707604
20,8,0.13642691127820133
21,8,0.12434170325233222
22,8,0.1060282403851901
23,8,0.1423940707964633
24,8,0.08916385465873483
19,9,0.09698115465345766
20,9,0.12008383769554662
21,9,0.10791294500842684
22,9,0.08820030532336927
23,9,0.1166113971104703
24,9,0.11245318173748861
19,10,0.14166291102163234
20,10,0.12765230235620073
21,10,0.15246311203867066
22,10,0.15101244658377516
23,10,0.16206411142434313
24,10,0.14243769709910448
19,11,0.22752216595030983
20,11,0.2407298137165801
21,11,0.2100911922712042
22,11,0.23222628507536508
23,11,0.20930097529015848
24,11,0.23456817817233808
19,12,0.19265102728664127
20,12,0.22252783963103318
21,12,0.1831846426933579
22,12,0.21004038969099256
23,12,0.21280644924038172
24,12,0.1850557225155761
19,13,0.21045262948886784
20,13,0.19441830814012317
21,13,0.20297385783626082
22,13,0.2068042851929322
23,13,0.22314560510052944
24,13,0.21094400536260216
19,14,0.14262799609289
20,14,0.1515662717222016
21,14,0.14359125059146874
22,14,0.14413703316817247
23,14,0.13936254013589983
24,14,0.16463526514760152
19,15,0.17348378265653736
20,15,0.1831808699726923
21,15,0.17356332974572453
22,15,0.1675906993657983
23,15,0.16910818033469552
24,15,0.18421424577920661
19,16,0.16106580733459094
20,16,0.13523521869870125
21,16,0.14431009794788752
22,16,0.1342746272537964
23,16,0.134012725138221
24,16,0.15262097110036013
19,17,0.13662435725857158
20,17,0.1340096054461255
21,17,0.11869370914404115
22,17,0.12060715862793844
23,17,0.13345148106601726
24,17,0.12405056350619224
19,18,0.08880581016703526
20,18,0.08830204436951536
21,18,0.10462364108851929
22,18,0.06244976684348533
23,18,0.059621847147019735
24,18,0.08568228356223193
19,19,0.16764876374422866
20,19,0.17556536157923594
21,19,0.1595428140025988
22,19,0.19601424238258258
23,19,0.17837750915449935
24,19,0.18717392230616128
19,20,0.23609092804778475
20,20,0.20842124048554558
21,20,0.21778492651475811
22,20,0.25354339627148414
23,20,0.22956146501680325
24,20,0.2601089768524942
19,21,0.15033329997829087
20,21,0.17660927627787207
21,21,0.157569490163619
22,21,0.14501865974470549
23,21,0.17010922887007057
24,21,0.15246344354652047
19,22,0.14223183265840883
20,22,0.12329018460728713
21,22,0.15926784326741777
22,22,0.12100631185880238
23,22,0.13023964283506828
24,22,0.11751779875961896
19,23,0.04539073476377027
20,23,0.0332154999988808
21,23,0.018051625801451598
22,23,0.04354385430824436
23,23,0.03620722928083355
24,23,0.016475968482595714
19,24,0.03817433337056513
20,24,0.02535749754430989
21,24,0.02206584249930517
22,24,0.0406433889257432
23,24,0.028131120035216107
24,24,0.011441752887126767
19,25,0.12436934788214163
20,25,0.1526692087905305
21,25,0.10858201836246174
22,25,0.13392776180268623
23,25,0.12947116914476406
24,25,0.10928425331268365
19,26,0.13201312926576245
20,26,0.1179358509200742
21,26,0.11852677701405431
22,26,0.129218009291987
23,26,0.1047171321476846
24,26,0.11581437626858546
19,27,0.2287657402243695
20,27,0.2449759404820659
21,27,0.21865420589978665
22,27,0.2585668053883066
23,27,0.21849773728491811
24,27,0.24983910815277696
19,28,0.19326186597803136
20,28,0.2169091794948079
21,28,0.19038596929932727
22,28,0.21557345054493784
23,28,0.17147554541857926
24,28,0.1869263455007128
19,29,0.1621834211380388
20,29,0.1790866033646883
21,29,0.18411203786175914
22,29,0.14031834818374977
23,29,0.1567874635730114
24,29,0.14253936523549976
19,30,0.07535285995660042
20,30,0.05316080053212659
21,30,0.049780019776032636
22,30,0.06345834177879046
23,30,0.07119779253095443
24,30,0.09962836890213442
19,31,0.10573345559933854
20,31,0.12138067533469302
21,31,0.09556893349542897
22,31,0.09503687199952332
23,31,0.10045395064777705
24,31,0.08969689146573168
19,32,0.009728841690407511
20,32,0.03543523517961879
21,32,0.009970776885225983
22,32,0.025484112038400505
23,32,0.010345559147671721
24,32,0.02322747062771076
19,33,0.002201548600840611
20,33,0.025535497972899737
21,33,0.02780146798932422
22,33,0.021291825567441414
23,33,0.025237426877197225
24,33,0.02413201255961711
19,34,0.027431444573454016
20,34,0.025633801007026783
21,34,0.032528785109247275
22,34,0.020222316948023032
23,34,0.04870906417018378
24,34,0.01590093796919824
19,35,0.039673610372380555
20,35,0.013763827563908322
21,35,0.013190810839590925
22,35,0.06277710432126513
23,35,0.031073053200423337
24,35,0.03214485335300645
19,36,0.13680493718931222
20,36,0.1501522227202804
21,36,0.11613133686294363
22,36,0.13938310275842347
23,36,0.1357895598999345
24,36,0.14307746389945483
19,37,0.09133282685868191
20,37,0.07787423673132753
21,37,0.11801430412102995
22,37,0.09709628858903653
23,37,0.09438245343099701
24,37,0.10283459334341113
19,38,0.14176621734086034
20,38,0.12250208891030712
21,38,0.15874139529245168
22,38,0.140730410299895
23,38,0.12079447573955596
24,38,0.130753060238934
19,39,0.23992293527953826
20,39,0.2606261791621098
21,39,0.26412422894208365
22,39,0.2399560484821212
23,39,0.2481015191523192
24,39,0.23369794288060763
19,40,0.2868757792682508
20,40,0.2890174309969258
21,40,0.27832908111145455
22,40,0.3155198598242519
23,40,0.28693241955715276
24,40,0.2592984300816387
25,1,0.7334704112863123
25,2,0.6894619714546432
25,3,0.6800699065511496
25,4,0.6223991764371485
25,5,0.6122619290859115
25,6,0.6002327431972764
25,7,0.606259220414308
25,8,0.6366831301062685
25,9,0.6737723982857999
25,10,0.5838492789858719
25,11,0.5312743327959029
25,12,0.4545994391471293
25,13,0.4211753107180946
25,14,0.4125581957207809
25,15,0.48292071555434135
25,16,0.3857448098317526
25,17,0.44779008378458746
25,18,0.37894277264651344
25,19,0.4270753066425174
25,20,0.49676239487226664
25,21,0.5939851012895487
25,22,0.6091109336485191
25,23,0.5201887980312332
25,24,0.4776749946248016
25,25,0.46481934956278403
25,26,0.4997271630574292
25,27,0.5934493347337509
25,28,0.6687488131716793
25,29,0.5813705211784679
25,30,0.5071041144560743
25,31,0.5374214064912347
25,32,0.47885200613350093
25,33,0.4955590959204996
25,34,0.49740034794751736
25,35,0.5063908680786706
25,36,0.4762171917515271
25,37,0.5582743290606099
25,38,0.516965516383175
25,39,0.4891497303920802
25,40,0.4214891986059267
26,1,0.6059432070826335
26,2,0.6558674508384521
26,3,0.605662990423259
26,4,0.6565097162613707
26,5,0.6450419374057847
26,6,0.47842253219404973
26,7,0.4771737293749102
26,8,0.46365424727148186
26,9,0.5826195490224596
26,10,0.6063872109254529
26,11,0.6165295932641631
26,12,0.6366134971422225
26,13,0.612715135557049
26,14,0.5529201038552708
26,15,0.639529024243221
26,16,0.6442915300159302
26,17,0.7199359935502205
26,18,0.5944043110913333
26,19,0.6591735071272516
26,20,0.6910355869554716
26,21,0.7269613629884493
26,22,0.7621205601055412
26,23,0.74376449973141
26,24,0.8897739749578296
26,25,0.8303544917801206
26,26,0.8744323658454421
26,27,0.8535898026027469
26,28,0.9899679330142902
26,29,0.8216866214919218
26,30,0.925063116078131
26,31,0.9737107056772147
26,32,0.9235513022947658
26,33,0.9679263202778831
26,34,0.931368254445873
26,35,0.8109856767265667
26,36,0.7569184045477865
26,37,0.8466217807024489
26,38,0.8548600603967753
26,39,0.792910814232884
26,40,0.9214611981360528
27,1,0.6829995168778444
27,2,0.6481163542062373
27,3,0.7053642580527376
27,4,0.5633266993152838
27,5,0.646566364126495
27,6,0.45963463809579685
27,7,0.4594239651377376
27,8,0.37620889047542655
27,9,0.41142563258264747
27,10,0.40714760850866616
27,11,0.39028261190677677
27,12,0.30315353501305237
27,13,0.3942750983758292
27,14,0.3116257427311221
27,15,0.1423190771547938
27,16,0.13199193121572472
27,17,0.13286024079495873
27,18,0.2230869299277424
27,19,0.24754286982532522
27,20,0.3336462056578153
27,21,0.31513159929898277
27,22,0.18533249891452497
27,23,0.041092586322039666
27,24,0.04379646172547603
27,25,0.12960618653412745
27,26,0.16991632042567428
27,27,0.22941532518125127
27,28,0.2755241113660971
27,29,0.34555054506108585
27,30,0.2899971686998311
27,31,0.2786404964606425
27,32,0.36327464513937996
27,33,0.3295675599426116
27,34,0.2874237673752321
27,35,0.35687520280479457
27,36,0.2451120051885021
27,37,0.3761417936274818
27,38,0.3617163770853269
27,39,0.32869652810777217
27,40,0.3218060251513405
28,1,0.39962815793625767
28,2,0.3868745693679409
28,3,0.4384861267375455
